50 4
32 7
75 13
59 25
57 3
65 19
60 13
67 6
48 15
80 11
5 5
76 24
28 10
3 25
30 18
48 18
76 17
58 14
32 16
63 5
17 22
13 5
17 13
24 20
6 24
57 10
39 1
6 4
67 17
69 9
65 0
59 10
46 25
24 0
14 16
15 18
55 13
15 14
52 19
35 21
46 6
29 14
79 13
31 25
36 10
75 22
47 16
78 15
15 1
56 0
34 12
15 10
36 13
79 8
15 17
32 10
64 6
30 10
37 2
60 9
1 7
58 17
10 25
48 22
41 10
14 6
66 7
20 4
69 25
33 10
44 18
51 12
38 8
75 22
31 12
22 0
33 20
42 12
33 18
15 14
22 6
69 21
48 7
12 19
22 15
11 5
76 14
70 25
28 13
0 6
61 12
31 19
42 25
29 6
75 12
50 1
23 12
46 7
39 23
78 21
10 21
49 11
11 2
8 15
19 12
28 7
4 3
64 3
23 14
5 13
56 7
2 13
26 15
80 13
63 18
2 25
69 18
2 6
34 6
49 0
78 15
41 2
29 15
38 18
53 24
20 2
22 3
68 2
20 19
44 22
24 10
77 17
74 24
31 5
50 4
77 21
30 21
65 6
19 2
55 23
50 4
24 7
60 7
61 22
75 21
35 3
30 23
52 7
68 23
39 8
7 4
80 13
28 23
27 17
64 4
78 1
15 24
32 17
58 1
62 17
21 6
52 9
72 6
23 2
12 16
70 23
56 17
69 12
67 1
80 18
55 10
11 10
35 16
38 11
30 0
11 11
14 5
77 4
20 16
27 8
33 21
72 19
70 8
76 0
60 8
33 3
5 14
25 3
34 5
22 25
29 22
34 22
53 13
74 13
31 9
43 1
17 19
54 0
43 23
76 9
7 8
5 1
52 15
70 5
22 8
26 6
73 11
36 16
55 14
70 20
64 0
75 8
16 12
8 9
16 6
68 14
70 7
13 2
54 14
38 18
10 10
72 12
60 18
27 8
23 13
75 17
35 5
65 1
3 17
72 20
69 13
71 17
10 6
58 5
72 19
6 10
14 8
6 11
13 22
38 10
43 4
80 10
71 19
61 0
33 14
40 15
3 24
47 15
77 18
41 20
50 13
74 3
49 19
58 4
77 4
42 6
41 22
58 14
13 17
53 25
2 4
13 18
67 22
63 4
34 25
9 15
55 10
39 14
54 25
39 6
36 3
37 2
27 19
48 3
72 1
53 14
54 2
75 7
66 22
46 4
57 25
71 21
34 4
47 6
52 25
62 14
43 10
41 4
14 14
69 13
15 6
15 7
8 16
48 24
13 16
26 5
77 6
76 3
60 17
23 18
65 9
63 10
49 18
15 15
16 16
41 13
57 15
78 17
12 18
62 19
40 0
57 21
30 25
17 11
6 23
77 9
41 8
41 14
47 0
25 8
50 2
30 9
52 20
53 23
65 2
3 2
52 11
15 3
31 6
29 1
17 13
9 22
58 3
75 11
76 7
57 15
2 15
58 14
42 14
42 11
71 22
41 24
30 13
53 4
75 7
8 11
79 8
1 13
76 18
52 4
36 7
57 13
68 8
14 21
11 12
51 7
74 7
13 25
31 5
7 7
8 21
23 16
36 25
51 12
42 4
20 16
38 1
77 23
77 23
64 16
53 23
75 24
50 25
64 15
38 20
65 10
77 13
39 5
9 11
35 18
45 25
65 10
77 6
63 10
25 6
73 5
17 19
33 17
42 1
59 13
56 6
12 24
23 8
62 25
58 18
73 17
76 20
71 5
6 8
45 8
48 13
26 25
15 23
5 7
70 25
65 13
33 16
42 2
58 20
60 23
25 14
45 17
28 21
50 24
27 20
56 18
26 10
36 11
24 5
74 9
60 15
34 13
18 21
27 17
50 17
45 3
18 19
77 11
17 17
52 14
40 25
50 4
60 24
15 8
38 8
4 1
80 5
38 16
5 15
3 3
12 7
71 23
4 25
54 15
64 6
13 8
50 2
64 0
75 14
78 11
79 21
46 6
17 12
35 4
9 17
9 16
21 6
74 17
55 19
26 5
7 0
70 14
2 9
58 5
57 5
61 20
27 7
47 9
67 13
20 13
68 17
7 25
54 17
33 0
22 13
45 4
72 19
0 18
27 20
74 8
56 2
5 15
28 1
22 15
3 20
37 6
1 2
39 14
72 0
49 17
23 18
3 25
63 17
28 13
35 9
78 17
23 23
74 3
9 13
66 20
63 6
7 3
52 10
71 12
17 3
26 13
36 14
41 18
10 8
16 19
40 25
35 4
54 19
72 23
79 22
35 8
66 4
56 0
5 22
72 13
57 9
71 17
62 6
54 4
5 19
33 9
80 11
78 11
64 1
5 13
50 6
32 10
55 7
33 25
70 19
13 1
17 8
10 7
43 22
25 21
41 10
27 13
51 9
15 16
33 21
5 19
78 17
79 19
56 18
68 4
74 5
27 5
30 5
39 18
25 11
18 20
12 1
72 12
36 10
65 17
2 6
4 15
18 3
40 21
74 25
13 0
32 7
10 16
47 11
68 13
79 21
20 20
40 25
39 16
60 1
43 4
77 2
58 3
71 11
25 17
21 1
6 0
58 23
22 19
5 25
55 10
52 21
20 7
65 20
6 17
8 18
8 6
22 12
22 15
59 10
63 2
28 5
65 21
51 25
43 15
62 3
78 3
60 5
9 8
8 14
15 7
30 17
24 21
70 22
39 11
66 16
27 12
51 6
9 7
10 5
56 22
37 16
18 19
78 13
63 16
19 18
66 9
58 5
76 10
29 7
50 4
39 19
33 23
27 7
22 9
38 9
47 22
55 15
41 10
24 9
16 15
66 2
43 0
44 10
69 3
15 25
40 15
29 5
39 0
36 24
10 5
21 24
4 16
60 13
31 9
0 2
29 7
18 0
33 11
45 7
74 23
46 19
37 14
26 10
4 6
60 2
0 2
26 11
0 21
61 11
78 3
48 2
22 9
50 3
7 0
61 21
3 4
40 17
31 1
47 15
52 15
64 5
65 13
64 6
27 19
47 16
72 7
75 15
1 6
79 12
56 6
33 21
12 1
58 9
55 9
47 0
69 20
76 25
77 1
5 18
2 9
74 22
28 16
8 19
52 22
0 14
74 22
4 2
17 10
66 19
23 20
6 19
20 2
25 17
30 13
69 0
2 8
13 8
2 1
39 16
23 24
19 7
78 17
43 6
18 16
9 6
53 21
7 20
39 14
64 21
44 19
9 6
30 24
47 14
13 18
61 4
7 19
78 24
47 18
76 23
17 23
58 14
66 4
74 2
17 21
8 12
39 23
7 11
7 2
14 14
43 19
70 6
18 8
21 5
3 2
56 11
20 23
43 22
22 16
14 12
9 4
54 25
60 4
27 13
21 10
57 17
34 17
3 17
72 7
80 6
13 3
36 7
32 3
20 21
9 5
57 17
75 16
62 4
30 24
53 7
80 3
62 19
54 24
64 1
27 24
64 12
21 9
14 19
65 17
25 8
74 25
55 6
32 19
34 6
79 20
13 13
34 5
56 23
50 8
73 1
68 4
5 23
18 8
8 25
50 5
77 22
65 6
41 21
25 22
36 23
56 10
17 22
58 3
51 20
14 18
37 3
56 17
3 20
35 22
60 2
1 4
18 4
37 12
75 21
40 22
35 2
15 16
37 21
7 5
40 10
62 0
65 17
18 17
56 24
67 22
74 2
17 16
73 12
3 7
75 14
63 8
61 6
54 13
70 22
61 6
77 3
27 14
46 0
65 1
63 11
70 11
55 22
38 6
47 10
22 10
62 9
5 15
45 6
68 5
52 10
79 21
41 20
30 14
56 9
68 10
69 21
45 22
33 6
4 10
51 25
34 19
2 8
21 11
63 9
79 0
24 16
4 3
33 17
72 14
29 21
59 25
18 2
32 13
60 24
21 2
16 15
21 9
43 15
23 13
13 4
69 12
49 19
24 0
55 8
35 5
4 10
77 17
2 14
37 25
49 15
37 1
16 3
8 14
33 1
11 25
14 20
65 4
52 22
7 24
13 21
7 7
42 2
11 25
27 24
17 18
0 14
29 20
64 16
4 18
65 19
8 17
55 24
60 24
65 2
35 16
38 21
66 17
30 3
18 15
10 8
3 19
24 16
14 6
56 3
11 6
27 8
2 17
70 18
44 22
69 7
73 14
57 21
21 23
51 25
60 23
40 2
69 1
63 23
72 13
60 21
52 10
64 23
62 2
22 16
77 11
57 0
57 23
38 17
36 12
30 1
75 24
49 12
57 23
74 17
47 2
28 12
66 20
22 8
77 16
28 23
13 9
66 10
65 6
79 18
23 22
15 12
64 1
15 22
76 10
16 23
6 22
40 3
14 23
73 1
0 9
5 0
51 6
58 5
73 19
77 15
75 16
60 3
10 1
39 16
12 16
14 5
80 0
55 25
42 4
69 6
6 19
76 12
10 16
76 22
44 21
54 0
66 1
56 11
41 3
21 14
19 15
30 22
58 8
76 7
77 23
25 20
14 19
0 2
54 24
6 13
79 10
75 23
56 11
62 14
25 24
66 10
31 3
32 19
36 20
67 14
67 8
40 0
1 17
67 18
47 12
58 22
24 19
3 7
45 0
56 7
53 11
0 3
3 1
71 12
10 24
37 10
66 15
54 4
12 4
42 10
37 12
41 9
28 13
72 10
57 20
19 2
37 1
14 22
75 0
37 8
41 18
35 17
68 19
8 24
72 11
58 8
15 3
9 1
60 22
68 15
57 21
17 1
36 17
19 23
7 16
67 3
8 8
74 6
8 17
11 21
25 25
46 22
74 10
19 18
75 6
68 10
35 25
36 23
7 11
51 17
65 10
56 12
18 13
48 6
9 8
8 22
23 18
64 14
7 8
49 16
6 16
27 12
80 2
64 3
52 1
24 19
54 19
66 14
77 11
57 24
53 9
30 22
40 0
48 1
34 19
79 22
13 7
24 18
67 21
13 20
14 13
60 23
44 24
77 5
12 15
79 19
62 13
31 3
29 15
61 4
75 10
13 4
77 24
21 0
50 22
39 14
39 7
80 1
45 7
76 0
38 23
57 5
64 9
45 21
7 16
44 24
71 25
78 21
78 20
21 16
28 17
56 22
16 7
48 6
12 21
48 2
28 17
56 1
29 8
30 15
56 17
64 11
69 1
21 22
44 7
72 20
22 18
65 19
56 18
51 18
2 15
65 8
78 18
24 5
29 21
27 21
77 17
69 0
55 2
74 23
63 10
20 25
77 8
66 23
13 5
60 21
13 15
38 3
28 2
31 17
79 4
80 14
34 1
48 2
41 14
71 9
45 13
79 21
16 18
65 18
43 24
4 2
67 16
41 18
20 10
29 16
55 13
71 12
35 14
37 7
59 17
5 2
43 8
20 1
9 2
67 3
